ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
800-07-7765|675916348500|Robert|Lambert|M|23708 Miller Creek Apt. 944|Dothan|AL|36305|31.2197|-85.4828|80446|Medical illustrator|1979-05-24|461122157042|adults_2550_male_urban.json
484-19-6479|376192767137715|Melissa|Lowe|F|63956 Dennis Locks Suite 783|Dayton|OH|45424|39.8353|-84.1123|479994|Agricultural consultant|1985-08-07|401030782785|adults_2550_female_urban.json
213-59-1613|4402234614463|Stephen|Thompson|M|30411 Butler Court Suite 215|Oxnard|CA|93036|34.2351|-119.182|211523|Electronics engineer|1973-10-27|559615004034|adults_2550_male_urban.json
116-77-6501|180036470465689|Vanessa|Hughes|F|36883 Anthony Plains Apt. 793|Carson City|NV|89701|39.1507|-119.7459|61818|Operational investment banker|1992-09-19|252238861617|adults_2550_female_urban.json
784-45-9448|4912706593410401|Jamie|Zuniga|F|118 Jackson Passage|New Lenox|IL|60451|41.5067|-87.9631|34063|Designer, graphic|1948-09-05|525191890103|adults_50up_female_urban.json
532-25-0335|2701796075789843|Sandra|Woods|F|979 Leslie Ways Apt. 171|Lexington|KY|40504|38.0406|-84.5433|296965|Clinical psychologist|1978-03-21|598199434426|adults_2550_female_urban.json
810-43-6841|348981061735637|Anna|Russell|F|97557 Julie Terrace|Hightstown|NJ|08520|40.2669|-74.525|27869|Patent examiner|1958-12-03|460005410229|adults_50up_female_urban.json
313-78-6726|4881193899902|James|Spence|M|013 Victor Meadow|Beaumont|TX|77713|30.085|-94.2607|142692|Research officer, political party|1991-04-20|207653332304|adults_2550_male_urban.json
118-50-3635|3561317985490047|Melissa|Davenport|F|2954 Black Isle|Dodge Center|MN|55927|44.0325|-92.8554|4071|Retail manager|2002-11-04|374628124921|young_adults_female_urban.json
841-31-9793|3527439225517414|Roy|Haynes|M|8147 Villanueva Coves|Manchester|NH|03103|42.9656|-71.4493|113733|Education officer, environmental|1967-04-30|209193547965|adults_50up_male_urban.json
831-05-1991|3539945413845314|Emily|Robinson|F|307 Boyd Street|Mount Pleasant|FL|32352|30.6512|-84.5866|6638|Leisure centre manager|1964-10-22|49915089374|adults_50up_female_urban.json
602-55-5012|372408992177357|Matthew|Hodges|M|6811 Jason Road|Barnegat|NJ|08005|39.7552|-74.247|22448|Psychotherapist, dance movement|2003-02-19|495762888091|young_adults_male_urban.json
490-89-2230|2534024222419831|Robert|Brown|M|36540 Patricia Courts|Willow Street|PA|17584|39.967|-76.2752|8957|Insurance claims handler|1965-12-23|293304129595|adults_50up_male_urban.json
304-98-9057|4024350947651186151|Jason|Hill|M|47539 Phyllis Mountain Apt. 542|Frederick|MD|21701|39.4461|-77.335|120323|Hydrologist|1983-09-21|360084778314|adults_2550_male_urban.json
701-82-0915|213161103565944|Christopher|Lane|M|23766 Aguilar Manors|Houston|TX|77026|29.7972|-95.3288|2906700|Tourism officer|1967-03-05|851147709540|adults_50up_male_urban.json
584-45-3830|4194118390936|Rachel|Torres|F|240 Coleman Fall Apt. 463|Orlando|FL|32807|28.5515|-81.3051|878243|Engineer, drilling|1974-09-17|329879058099|adults_2550_female_urban.json
530-69-9905|4437518669403|Jordan|Parsons|M|2438 Patrick River Apt. 855|Grants Pass|OR|97526|42.4638|-123.3457|67918|Advertising art director|1975-12-13|293989509811|adults_2550_male_urban.json
349-03-9464|348895947039693|Shelly|Henderson|F|59176 Williams Mount Apt. 883|Oxnard|CA|93035|34.1822|-119.216|211523|Accountant, chartered management|1971-12-12|837680266326|adults_50up_female_urban.json
818-76-5575|4887344966866798997|David|Smith|M|0690 Meghan Road|Loxahatchee|FL|33470|26.7383|-80.276|26551|Printmaker|1933-02-21|94094938120|adults_50up_male_urban.json
027-98-3521|180071567566503|Matthew|Jones|M|16744 James Square Apt. 596|Oroville|CA|95966|39.4877|-121.4698|51027|Teaching laboratory technician|1989-10-01|358703311557|adults_2550_male_urban.json
285-42-0273|4669375402428619|Kaitlyn|Warner|F|7140 Mark Wall|Bellevue|WA|98004|47.6155|-122.2072|131324|Financial adviser|1962-08-19|354501950431|adults_50up_female_urban.json
439-96-2826|6581638493680632|Frank|Bell|M|101 Scott Ports|Wolfforth|TX|79382|33.5304|-102.0261|6291|Multimedia programmer|1940-09-08|367653848476|adults_50up_male_urban.json
826-79-3415|639048527753|Joseph|Blake|M|65620 Julie Forge|Dallas|TX|75207|32.7939|-96.8319|1263321|Forensic scientist|1974-11-10|748630171049|adults_2550_male_urban.json
217-81-9751|4896331812335761701|Jerry|Robinson|M|4457 Mercado Extensions|Algonquin|IL|60102|42.1641|-88.3064|32193|Patent attorney|1962-07-27|149852234418|adults_50up_male_urban.json
251-51-7283|180008989774752|Lisa|Sutton|F|8529 Allison Mission|Lakewood|NJ|08701|40.085|-74.2042|92843|Psychiatric nurse|1952-03-16|278258954541|adults_50up_female_urban.json
772-31-7803|6568740420767511|Eric|Wallace|M|1157 Denise Fords|Roberta|GA|31078|32.7222|-84.0451|3566|Barrister's clerk|1957-12-07|646916522291|adults_50up_male_urban.json
808-05-0763|3506565823445387|Victoria|Mcbride|F|3523 Shelly Meadows Apt. 004|Chagrin Falls|OH|44022|41.4494|-81.4314|33867|Psychologist, prison and probation services|1977-12-24|936427008630|adults_2550_female_urban.json
755-11-1150|060434956110|Kyle|Cannon|M|1181 Shaw Summit Suite 466|Brooklyn|NY|11212|40.6625|-73.9145|2504700|Camera operator|1980-06-01|800203770568|adults_2550_male_urban.json
482-58-6965|2668704796668297|Alan|Watson|M|6599 Smith Row|Georgetown|IN|47122|38.3029|-85.9617|9979|Water engineer|1984-06-04|300938906974|adults_2550_male_urban.json
719-30-3794|060429276409|Emily|Massey|F|862 Carlos Centers|Perry|IA|50220|41.8397|-94.1022|9020|Marine scientist|1978-08-01|236511963610|adults_2550_female_urban.json
545-50-6162|577473389143|Jordan|Yang|F|47442 Jacob Rest Suite 410|Columbia|MD|21045|39.2051|-76.8322|95072|Dietitian|1967-01-01|794209563700|adults_50up_female_urban.json
802-65-7879|4518664774131353|Billy|Craig|M|58534 Barton Place|Calhoun|GA|30701|34.4965|-84.9345|40053|Careers information officer|1962-09-08|229133334649|adults_50up_male_urban.json
540-69-5975|4178955990984125|Wesley|Spencer|M|5816 Reed River Apt. 383|Ashland|OR|97520|42.1885|-122.693|24469|Chief Strategy Officer|1968-02-28|243041877024|adults_50up_male_urban.json
546-98-9371|2700038146342927|Emily|Moore|F|730 Glenn Passage Suite 273|Oneonta|NY|13820|42.4625|-75.0491|22455|Hotel manager|1984-08-01|322496879500|adults_2550_female_urban.json
091-26-4088|2275530153030440|Adam|Alexander|M|109 Ward Plaza|Vancouver|WA|98685|45.7162|-122.6899|299480|Immunologist|1966-08-30|844663918369|adults_50up_male_urban.json
328-59-6665|3534541829912692|Shannon|Harper|F|06419 Andrew Cove Suite 691|Hamilton|OH|45013|39.4361|-84.6185|134328|Adult guidance worker|1961-08-24|983800370239|adults_50up_female_urban.json
652-17-2623|4216826822175626|Marie|James|F|08347 Julie Branch Suite 932|Sunnyvale|CA|94089|37.3983|-122.0006|140482|Management consultant|1999-11-29|143848232743|young_adults_female_urban.json
565-81-7469|060432200743|Kristin|Gilbert|F|3871 Chelsea Corners|Villa Rica|GA|30180|33.7173|-84.9297|34274|Hotel manager|1994-07-06|203300890197|adults_2550_female_urban.json
340-87-8385|4286060480224063|Rachel|Boone|F|7695 Jennifer Brooks Suite 189|Riverside|CA|92507|33.9761|-117.3389|419138|Risk analyst|1939-07-09|478160779315|adults_50up_female_urban.json
705-34-3347|502065562386|Justin|Schmidt|M|656 Charles Loaf Apt. 622|Largo|FL|33771|27.9085|-82.7568|121061|Therapist, art|1979-05-05|970761522416|adults_2550_male_urban.json
101-94-3171|180004794719900|Daniel|Smith|M|48953 Stephanie Port Suite 419|Delray Beach|FL|33446|26.4517|-80.158|107599|Community development worker|1992-12-31|503626213645|adults_2550_male_urban.json
749-07-5926|4728395167309|Samantha|Rivera|F|67084 Briggs Pines|Stewardson|IL|62463|39.272|-88.6319|1294|Patent attorney|1953-03-03|879758394077|adults_50up_female_rural.json
390-89-2446|3558228280183234|Jacqueline|Williams|F|8467 Fowler Parkway Apt. 964|Las Vegas|NV|89108|36.2044|-115.2233|1417793|Jewellery designer|1948-04-15|609033707664|adults_50up_female_urban.json
492-35-4600|3597521353175555|Linda|Moore|F|8741 Janice Highway Suite 267|Springfield|OR|97478|44.0561|-122.9171|73885|IT trainer|1956-06-12|132115826609|adults_50up_female_urban.json
121-79-8078|6553496551564196|Jamie|Moreno|M|00935 Bruce Creek Suite 301|Conesus|NY|14435|42.7216|-77.6747|2941|Land|1985-03-07|522163256899|adults_2550_male_urban.json
655-20-2828|4284834927668098462|Matthew|Williams|M|804 Laura Flat|Gurnee|IL|60031|42.3669|-87.9452|37947|Hydrologist|1970-03-11|6672441208|adults_50up_male_urban.json
859-43-3591|30358667155440|Jennifer|Smith|F|260 Washington Grove|Fresno|CA|93701|36.7487|-119.7867|570271|Operational researcher|1948-06-13|771517826173|adults_50up_female_urban.json
508-18-0788|4364991192856724|Robert|Diaz|M|15538 Michelle Spring|Martinsburg|WV|25401|39.4567|-77.9727|58793|Research scientist (medical)|1973-09-08|375612021560|adults_2550_male_urban.json
563-18-1464|4264395678446078|Justin|Frank|M|5199 Catherine Circles|Mattawa|WA|99349|46.731|-119.7783|8483|Programmer, multimedia|1992-11-21|410097541224|adults_2550_male_urban.json
071-20-9382|4414925316498286|Olivia|Wolf|F|974 Wallace Keys Suite 590|Demotte|IN|46310|41.1713|-87.2491|13565|Quarry manager|1962-08-07|395217487731|adults_50up_female_urban.json
311-93-4315|4436877156922095|Deborah|Salazar|F|6341 Clark Ramp|Kenedy|TX|78119|28.8046|-97.8456|7680|Psychologist, educational|1986-02-05|135148109008|adults_2550_female_urban.json
680-07-1799|2274773494314872|Casey|Gomez|M|8564 Jeffrey Groves Suite 416|Cleveland|TX|77328|30.3963|-95.194|34153|Social research officer, government|1955-09-25|963484855281|adults_50up_male_urban.json
384-60-3507|3523285558095799|Elizabeth|Freeman|F|660 Kristin Pines|Grand Junction|CO|81501|39.0783|-108.5457|103017|Garment/textile technologist|1982-01-26|702777208646|adults_2550_female_urban.json
796-25-6727|4347040714697141|Nicholas|Vasquez|M|341 Reeves Ports Suite 083|Tuscumbia|AL|35674|34.6874|-87.6833|18475|Restaurant manager|1962-12-31|313269889798|adults_50up_male_urban.json
732-99-6594|502070396101|Angela|Bailey|F|017 Shelby Mount|West Orange|NJ|07052|40.7859|-74.2568|46182|Teacher, primary school|1948-09-07|712065108872|adults_50up_female_urban.json
589-05-8010|180092855162151|Kenneth|Norman|M|6353 Tucker Garden Suite 589|Commerce City|CO|80022|39.8259|-104.9113|42699|Orthoptist|1975-03-05|537066227547|adults_2550_male_urban.json
466-17-2177|213141335139015|Denise|Williams|F|2749 Ryan Vista Apt. 579|Solana Beach|CA|92075|32.9937|-117.2598|12056|Patent attorney|1989-12-19|843710373985|adults_2550_female_urban.json
712-35-8523|560073565825|James|Johnson|M|2637 Zimmerman Union|Jackson|MS|39202|32.3149|-90.1782|233060|Broadcast journalist|1981-02-16|971270305789|adults_2550_male_urban.json
885-98-8571|6591122321425260|Angela|Rodriguez|F|892 Patrick Way Suite 657|Hermosa Beach|CA|90254|33.8643|-118.3955|19506|Geneticist, molecular|1986-03-27|694192029116|adults_2550_female_urban.json
387-48-3519|4544118185136731|Jorge|Smith|M|03881 Sean Stravenue Suite 841|Dickeyville|WI|53808|42.6263|-90.5931|1049|Software engineer|1972-04-13|986891547939|adults_50up_male_rural.json
883-64-1316|4220148333540112727|Joshua|Pruitt|M|08764 Velez Cape|Annville|KY|40402|37.3052|-83.9711|2905|Teacher, primary school|1953-07-04|727661038142|adults_50up_male_urban.json
495-56-1777|213176295076716|Mark|Lopez|M|2048 Hoffman Shoals|Paulina|LA|70763|30.0352|-90.7374|3816|Hydrographic surveyor|1966-08-17|550198101181|adults_50up_male_urban.json
834-74-3644|562645649673|Edwin|Chapman|M|0539 Paul Glen|Yuma|AZ|85364|32.7015|-114.6424|141891|Teacher, adult education|1969-04-07|792698748151|adults_50up_male_urban.json
661-02-3760|4519701815891368290|Jeanne|Best|F|2153 Carmen Route Suite 252|Bronx|NY|10453|40.852|-73.9129|1382480|Operational investment banker|1941-07-21|3418322859|adults_50up_female_urban.json
179-15-6938|3588754802933586|David|Gordon|M|91065 Allen Unions Suite 174|Lincoln|NE|68505|40.8247|-96.6252|266032|Lexicographer|1971-10-13|278821873511|adults_50up_male_urban.json
588-28-5656|5121401283319559|Jose|Walters|M|903 Morton Wall Suite 177|Caledonia|NY|14423|42.9567|-77.8493|4799|Ceramics designer|1934-11-02|536256818872|adults_50up_male_urban.json
197-05-5660|6509412460516487|Robert|Hodges|M|37684 Katelyn Motorway Suite 776|Peabody|MA|01960|42.5326|-70.9612|50944|Biochemist, clinical|1980-11-29|425242091796|adults_2550_male_urban.json
230-40-5319|4317303324967577|Steven|Baker|M|04848 Brenda Squares Suite 318|Mcalester|OK|74501|34.9262|-95.7592|29073|Chief Executive Officer|1957-07-09|382212692337|adults_50up_male_urban.json
021-44-4744|4079959476111070|Tiffany|Johnston|F|7545 Peterson Drive Suite 226|Sebastian|FL|32958|27.7901|-80.4784|34445|Technical author|1927-03-02|323024869639|adults_50up_female_urban.json
346-35-0406|4984685606692|Nicholas|White|M|38268 Johnson Trafficway Suite 777|Mission Viejo|CA|92692|33.6144|-117.6433|94804|Therapist, occupational|1993-03-31|512709939544|adults_2550_male_urban.json
776-84-3361|3526377927110735|William|Martinez|M|20682 Harris Fort Apt. 302|Sandy Spring|MD|20860|39.1503|-77.0291|2396|Engineer, structural|1984-05-23|646894155466|adults_2550_male_rural.json
259-36-6211|639060694309|James|Cooper|M|57865 Carol Course|Reseda|CA|91335|34.2007|-118.5391|74363|Copy|1958-10-26|375834756711|adults_50up_male_urban.json
494-92-0796|639064488542|Kim|Chan|F|11980 Jackson Keys Suite 280|West Columbia|SC|29172|33.9|-81.091|52126|Jewellery designer|1947-03-31|452878816689|adults_50up_female_urban.json
136-47-5457|675986887866|Alyssa|White|F|922 John Club|Morgantown|WV|26505|39.6505|-79.944|87558|Quarry manager|2004-04-19|987989291479|young_adults_female_urban.json
637-92-5342|180063992879874|Christopher|Blackwell|M|14249 Robles Extensions Apt. 796|Fresh Meadows|NY|11365|40.7374|-73.7951|55784|Insurance claims handler|1929-03-02|125844333041|adults_50up_male_urban.json
009-31-3190|4700510287451200|Bridget|Moore|F|75454 Raymond Pines|Carl Junction|MO|64834|37.1795|-94.555|9556|Research scientist (physical sciences)|1969-07-13|152984647671|adults_50up_female_urban.json
886-90-1117|576627501520|Jennifer|Becker|F|4203 Brown Place Suite 483|Fairport|NY|14450|43.0892|-77.436|41104|Engineer, drilling|1933-05-29|627122764142|adults_50up_female_urban.json
520-64-2323|4680601457927|Daryl|Morales|M|8581 Smith Lakes|Milwaukee|WI|53218|43.1122|-87.9932|817312|Armed forces operational officer|1968-09-02|119066659123|adults_50up_male_urban.json
443-64-9983|30209251920188|Brittney|Cummings|F|33297 Marie Ports Apt. 795|Dade City|FL|33525|28.3318|-82.2446|36752|Risk analyst|1993-03-29|649233807720|adults_2550_female_urban.json
352-69-6095|341639714920751|Ronald|Stevens|M|2487 Brandi Estate|Gilbert|AZ|85296|33.3354|-111.7406|211167|Musician|1997-07-05|378516696378|adults_2550_male_urban.json
082-67-8937|4249773677249|Elizabeth|Reid|F|549 Stone Expressway|Texarkana|TX|75503|33.4669|-94.0774|60677|Trade mark attorney|1986-06-16|953373158983|adults_2550_female_urban.json
371-61-1808|374380299034805|Margaret|Martinez|F|600 Ashley Branch Apt. 657|Panama City|FL|32403|30.0583|-85.5762|118090|Estate agent|1996-10-21|457319022032|adults_2550_female_urban.json
295-22-6644|6011254920369300|Kyle|Miller|M|015 Steven Coves Apt. 722|Anaheim|CA|92805|33.8359|-117.9086|354475|Occupational hygienist|1981-05-02|283750594603|adults_2550_male_urban.json
888-43-6900|3501842933598479|Robert|Martin|M|596 Buck Orchard|Waterproof|LA|71375|31.8076|-91.3872|1129|Publishing rights manager|1949-09-19|272098683812|adults_50up_male_rural.json
021-22-2723|6011473650032991|Alexis|Johnson|F|4761 Turner Mission|Forest City|NC|28043|35.325|-81.846|21055|Retail manager|1959-03-31|272682708416|adults_50up_female_urban.json
326-34-0861|3523169792067543|Tracy|Walker|M|3969 Joshua Walk|Denton|TX|76207|33.2285|-97.1813|139552|Engineer, petroleum|1985-01-20|857873940443|adults_2550_male_urban.json
605-24-5682|4835733813307344|Gerald|Soto|M|23641 Elijah Trace|Houston|TX|77073|30.0198|-95.4087|2906700|Publishing copy|1961-11-10|278886849382|adults_50up_male_urban.json
649-73-8827|347203350516029|Danielle|Anderson|F|71555 Brown Radial|Berea|OH|44017|41.3676|-81.8618|19161|Geologist, engineering|1952-09-25|58833597709|adults_50up_female_urban.json
156-20-4902|374119925512531|Jorge|Hess|M|191 Lynn Street Suite 053|Sioux City|IA|51104|42.5254|-96.4005|85884|Insurance claims handler|1986-04-20|674603562370|adults_2550_male_urban.json
113-43-8147|377166328246305|Sara|Jordan|F|18563 Anderson Well Apt. 761|Riverdale|IL|60827|41.6496|-87.6301|27946|Intelligence analyst|1981-01-03|318005973721|adults_2550_female_urban.json
057-41-9947|180085697714338|Melissa|Henderson|F|901 Christian Haven|Madison Heights|MI|48071|42.5016|-83.1027|29694|Pensions consultant|1989-03-26|106226284410|adults_2550_female_urban.json
751-28-9829|4888818930461631|Justin|Wilson|M|851 Cantu Ranch Apt. 509|Detroit|MI|48223|42.3945|-83.2454|673342|Museum/gallery curator|1940-09-14|834942757900|adults_50up_male_urban.json
550-98-2627|6528007272081477|Christopher|Lee|M|6407 Jessica Station|Anderson|SC|29625|34.5271|-82.7087|93613|Air cabin crew|2002-12-11|588236261279|young_adults_male_urban.json
051-99-6560|3589995145498360|Julia|Miller|F|4906 Rose Stream Suite 751|Summerfield|FL|34491|29.0112|-82.0325|27454|Surveyor, mining|1944-07-21|838968716598|adults_50up_female_urban.json
104-11-6963|4605956343180739203|Nathan|Taylor|M|5337 Olson Garden Apt. 316|Curryville|MO|63339|39.3257|-91.3493|1145|Research scientist (life sciences)|1980-09-20|612838201149|adults_2550_male_rural.json
111-76-2636|6011548720124025|Troy|Moses|M|5005 Lawrence Bypass Apt. 998|Los Angeles|CA|90016|34.0298|-118.3528|2383912|Engineer, manufacturing|1960-05-14|930152599735|adults_50up_male_urban.json
412-81-7508|4246163034387|Daniel|Lambert|M|91435 Christina River|Fayetteville|NC|28304|35.0257|-78.9705|238602|Equities trader|1953-11-15|21414345345|adults_50up_male_urban.json
709-92-4555|2499654662897352|Brett|Obrien|M|25275 Brown Expressway Apt. 302|Akron|OH|44305|41.076|-81.4644|272134|Environmental manager|1965-09-23|39887232316|adults_50up_male_urban.json
392-96-7670|30125158904184|Samuel|Martin|M|1666 Jenna Unions|Vassalboro|ME|04989|44.4405|-69.6519|4215|Colour technologist|1971-08-31|201218361926|adults_50up_male_urban.json
594-17-7993|180047909863618|Gabriel|Wells|M|444 Alexis Estate Suite 824|Kerrville|TX|78028|30.0416|-99.1408|37620|Software engineer|1986-05-27|921460407733|adults_2550_male_urban.json
196-93-1156|4371450311809|Michael|James|M|914 Cassandra Gateway Suite 061|Cameron|SC|29030|33.5703|-80.7081|1967|Agricultural consultant|1997-05-14|499348764671|adults_2550_male_rural.json
895-65-9304|3519925692476886|Michael|Lewis|M|34141 Katelyn Path|Youngstown|OH|44505|41.1257|-80.6277|163222|Civil Service administrator|1951-02-23|617852071065|adults_50up_male_urban.json
